text,emotion,emotion_code,processed_text
"Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!",disgust,5,"Honey , if you wanted to do that , you might as well just gotten him a fish , you know how fish freaked me out !"
"I know you can’t stand to be in the same room as me, so I just thought I’d try and apologize over the phone.",sadness,1,"I know you cannot stand to be in the same room as me , so I just thought I’d try and apologize over the phone ."
Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,surprise,4,Phoebe ! I can't believe you gave them money ! I thought you agreed it was totally unreasonable that they asked me for that money !
"Or, else you're pretending that you're seeing somebody, which just makes you so pathetic that I could start crying right here in the cereal aisle.",disgust,5,"Or , else you are pretending that you are seeing somebody , which just makes you so pathetic that I could start crying right here in the cereal aisle ."
Wait!,sadness,1,Wait !
Stop it! I will kill you. I hate the fact that my room is so small.,anger,2,Stop it ! I will kill you . I hate the fact that my room is so small .
"He’s a patient of mine, I’ve been treating him for years!",neutral,6,"He’s a patient of mine , I’ve been treating him for years !"
"Yeah, I was going for the metaphor.",neutral,6,"Yeah , I was going for the metaphor ."
Are you sure? Great. Carol? Wanna come over and join us?,neutral,6,Are you sure ? Great . Carol ? Wanna come over and join us ?
"Please, I'm not going for anything.",disgust,5,"Please , I am not going for anything ."
I can’t believe this is taking so long. How are you doing?,sadness,1,I cannot believe this is taking so long . How are you doing ?
Are you all right?,surprise,4,Are you all right ?
So-so I went down to city hall and got these.,neutral,6,So-so I went down to city hall and got these .
"Hey-hey, y’know what?",anger,2,"Hey-hey , you know what ?"
"Oh yeah, well I just started wearing bras again.",neutral,6,"Oh yeah , well I just started wearing bras again ."
"Hey buddy, this is a family place, put the mouse back in the house.",disgust,5,"Hey buddy , this is a family place , put the mouse back in the house ."
"Okay, now’s not the time Joey. All right? You can yell at me tomorrow.",sadness,1,"Okay , now’s not the time Joey . All right ? You can yell at me tomorrow ."
Where there is no fear of commitment.,neutral,6,Where there is no fear of commitment .
"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",anger,2,"Yeah , we both auditioned for the part , and uh , as it turned out , they ah , they liked the stupid gay thing and cast him ."
And I suppose you used a ring designer for that.,happiness,0,And I suppose you used a ring designer for that .
What’s-what’s this nonsense?,fear,3,What’s-what’s this nonsense ?
"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",fear,3,"Sweetheart , just gimme- gimme another chance , okay , we'll start all over again . We'll go back to Aruba ."
No you didn’t.,neutral,6,No you didn’t .
"I said, ""No!""",anger,2,"I said , ""No ! """
What?! You’re crazy! There’s nothing sexual about the noises I make!,surprise,4,What ? ! You are crazy ! There’s nothing sexual about the noises I make !
"Please, right now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",fear,3,"Please , right now , no , every time I see him it is like ‘Is it on the lose ? ’ ‘Is it watching me ? ’"
It's been fourteen and a half minutes and you still have not said one word.,anger,2,It is been fourteen and a half minutes and you still have not said one word .
What kinda stuff?,happiness,0,What kinda stuff ?
"Emily, do you think Monica realises how much our parents spent on this wedding?",anger,2,"Emily , do you think Monica realises how much our parents spent on this wedding ?"
What are you guys doing?,neutral,6,What are you guys doing ?
"The reactor’s gonna blow in three seconds, we’re never gonna make it!",fear,3,"The reactor’s gonna blow in three seconds , we are never gonna make it !"
Ma! What're you doing here?,surprise,4,Ma ! What're you doing here ?
"All right, now, I'm going to get back to my bucket.",neutral,6,"All right , now , I am going to get back to my bucket ."
Take a couple deep breaths.,fear,3,Take a couple deep breaths .
Then don't break in!!,anger,2,Then do not break in ! !
Not after this!,anger,2,Not after this !
He's gonna stick around and talk to the daughter he abandoned!,sadness,1,He's gonna stick around and talk to the daughter he abandoned !
I just can't believe you're in here.,surprise,4,I just can't believe you are in here .
What am I gonna do?!,fear,3,What am I gonna do ? !
So when do you imagine you gave them to me? In the morning or in the afternoon?,anger,2,So when do you imagine you gave them to me ? In the morning or in the afternoon ?
"Your good heart Rach,  and, and....",sadness,1,"Your good heart Rach , and , and . . . ."
"No-no, it’s not okay!",sadness,1,"No-no , it is not okay !"
We’re here to celebrate our love together.,anger,2,We are here to celebrate our love together .
I’ll make you an assistant buyer in this department.,neutral,6,I’ll make you an assistant buyer in this department .
I can’t believe it.  Can I tell you something? I’m a little mad at him now.,anger,2,I cannot believe it . Can I tell you something ? I am a little mad at him now .
Why won't I be married when I'm 40?,surprise,4,Why won't I be married when I am 40 ?
"But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".",neutral,6,"But the guy I said it to dies in the next scene so I guess it means ""you are gonna get eaten by a bear"" ."
"OK, now I'm gonna kick some ass.",anger,2,"OK , now I am gonna kick some ass ."
"We spent the last two hours watching In & Out & In, Again.",neutral,6,"We spent the last two hours watching In & Out & In , Again ."
F-hah.... flennin....,fear,3,F-hah . . . . flennin . . . .
I know but it’s so hard! Nothing rhymes with your stupid name!,disgust,5,I know but it is so hard ! Nothing rhymes with your stupid name !
What?! It’s 6 o’clock!,surprise,4,What ? ! It is 6 o’clock !
"I was really nervous and the accent just uh, just came out.",sadness,1,"I was really nervous and the accent just uh , just came out ."
Pretty great! Except I did get a little attitude from the robot.,happiness,0,Pretty great ! Except I did get a little attitude from the robot .
"That's nice. Get out Let's go, come on.",disgust,5,"That's nice . Get out Let us go , come on ."
Oh...  Oh my God. He remembered.,surprise,4,Oh . . . Oh my God . He remembered .
Ooh! Ah! Okay!,fear,3,Ooh ! Ah ! Okay !
But they're not here yet!,fear,3,But they are not here yet !
"Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!",disgust,5,"Honey , if you wanted to do that , you might as well just gotten him a fish , you know how fish freaked me out !"
"I may have to, I hate to do it, but I’m the star!",anger,2,"I may have to , I hate to do it , but I am the star !"
That sounds great!,surprise,4,That sounds great !
"Oh, DAMN IT!",anger,2,"Oh , DAMN IT !"
The spitter.,disgust,5,The spitter .
"Every five minutes, Joey throws his sticks in the air, and I have to hear, ""Oh my eye!",anger,2,"Every five minutes , Joey throws his sticks in the air , and I have to hear , ""Oh my eye !"
"Oh-ho, I think it’s nice.",happiness,0,"Oh-ho , I think it is nice ."
"Oh, that is so sick.",disgust,5,"Oh , that is so sick ."
I’m making him a,happiness,0,I am making him a
"Okay, I hear you! Are you capable of talking about any thing else?",disgust,5,"Okay , I hear you ! Are you capable of talking about any thing else ?"
"Well yeah, I lied before.",sadness,1,"Well yeah , I lied before ."
That’s it?!,anger,2,That’s it ? !
"Okay, here’s where we go to the live shot of Times Square, nice work everyone that’s a wrap!",happiness,0,"Okay , here’s where we go to the live shot of Times Square , nice work everyone that’s a wrap !"
"If anyone asks, we’ll just say Ben addressed them.  Oh! So you invited Rachel then?",surprise,4,"If anyone asks , we’ll just say Ben addressed them . Oh ! So you invited Rachel then ?"
Probably kill myself!,sadness,1,Probably kill myself !
Thank you.  Oww!!!! God!,surprise,4,Thank you . Oww ! ! ! ! God !
Eww!,disgust,5,Eww !
Brooklyn Heights.,neutral,6,Brooklyn Heights .
We’re really good.,happiness,0,We are really good .
"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",sadness,1,"I am sorry . I am sorry , Phoebe . It is just a little shorter than what we had discussed ."
"Okay, yeah, so it's not gonna work.",neutral,6,"Okay , yeah , so it is not gonna work ."
Still crying?,surprise,4,Still crying ?
"God, it’s gonna so weird like when I come home and you’re not here.",sadness,1,"God , it is gonna so weird like when I come home and you are not here ."
Brenda a bee!,fear,3,Brenda a bee !
Oh yeah? When?,surprise,4,Oh yeah ? When ?
It tastes like feet!,disgust,5,It tastes like feet !
Would you look at this dump? He hated us. This is his final revenge!,disgust,5,Would you look at this dump ? He hated us . This is his final revenge !
Not now! These are my Thanksgiving pants!,happiness,0,Not now ! These are my Thanksgiving pants !
...I dunno.,neutral,6,. . . I dunno .
"Yeah. Yeah, that’s what you need a good…pill.",neutral,6,"Yeah . Yeah , that’s what you need a good…pill ."
"Maybe!  Well! Well…so-so uh, what kind of music does Numb Nuts—Oh forget it! I can’t!",anger,2,"Maybe ! Well ! Well…so-so uh , what kind of music does Numb Nuts—Oh forget it ! I cannot !"
Who would you rather sleep with Monica or Rachel?,neutral,6,Who would you rather sleep with Monica or Rachel ?
"But it’s $2,000.",surprise,4,"But it is $2 , 000 ."
Thanks Mon!,happiness,0,Thanks Mon !
Chandler sucks! He couldn’t have gotten this good!,surprise,4,Chandler sucks ! He couldn’t have gotten this good !
What the? What,surprise,4,What the ? What
No! Wait no! Shut up—I mean don’t cry! Let me get my checkbook!,sadness,1,No ! Wait no ! Shut up—I mean do not cry ! Let me get my checkbook !
"Anyway uh, great idea!",happiness,0,"Anyway uh , great idea !"
"Phoebe, woo!",happiness,0,"Phoebe , woo !"
You are beautiful.,happiness,0,You are beautiful .
"I know, they’re gonna be",happiness,0,"I know , they are gonna be"
Oh shoot! I work Monday nights.,sadness,1,Oh shoot ! I work Monday nights .
Of course! Joey wouldn’t let you have one?,sadness,1,Of course ! Joey wouldn’t let you have one ?
"3, 2,",neutral,6,"3 , 2 ,"
Such a pig!,disgust,5,Such a pig !
"I mean we’ve been together seven years, she’s the only woman who’s ever loved me, and the only woman I’ve-I’ve ever....",sadness,1,"I mean we’ve been together seven years , she’s the only woman who’s ever loved me , and the only woman I’ve-I’ve ever . . . ."
Oh. Ew! Ew! Ew! Ugh! Y’know what? This is too weird.,disgust,5,Oh . Ew ! Ew ! Ew ! Ugh ! You know what ? This is too weird .
Yes!!  Oh.,surprise,4,Yes ! ! Oh .
"Oh!  Ok, um, ok, um,",fear,3,"Oh ! Ok , um , ok , um ,"
"Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and",fear,3,"Uh , a little bit . She-she-she walked in and I thought she was you and I kissed her and"
No-no! Don't do it! Don't!,fear,3,No-no ! Do not do it ! Do not !
"But I got to act with a robot Pheebs, and-and I don’t know anything about technology!",fear,3,"But I got to act with a robot Pheebs , and-and I do not know anything about technology !"
