text,emotion,emotion_code,sub_emotion,processed_text
"And I will talk about such cyclists with Radosław Schroeder, president of the Sports and Development Center in Ustka.",neutral,6,neutral,"And I will talk about such cyclists with Radosław Schroeder , president of the Sports and Development Center in Ustka ."
Hello!,neutral,6,neutral,Hello !
This is because the MTB competition will take place for the third time this weekend.,happiness,0,excitement,This is because the MTB competition will take place for the third time this weekend .
"Yes, MTB competitions are hosted in Ustka for the third time, this year the route is very extreme.",happiness,0,excitement,"Yes , MTB competitions are hosted in Ustka for the third time , this year the route is very extreme ."
More difficult than the previous two editions?,surprise,4,curiosity,More difficult than the previous two editions ?
"Similar, although we have more cliff, more fun, more fan and certainly players from MTB will like a new route.",happiness,0,excitement,"Similar , although we have more cliff , more fun , more fan and certainly players from MTB will like a new route ."
Who will come to this competition?,surprise,4,curiosity,Who will come to this competition ?
"In fact, players from all over Poland, players from all over Poland come to us, basically the headlamp at MTB, we expect such players.",happiness,0,excitement,"In fact , players from all over Poland , players from all over Poland come to us , basically the headlamp at MTB , we expect such players ."
Because this is a race in which there are also competitors next to amateurs who travel through the hardest routes throughout the country?,surprise,4,curiosity,Because this is a race in which there are also competitors next to amateurs who travel through the hardest routes throughout the country ?
How many of them will there be?,surprise,4,curiosity,How many of them will there be ?
About 100 competitors are now saved.,neutral,6,neutral,About 100 competitors are now saved .
The entries are already completed?,surprise,4,curiosity,The entries are already completed ?
"You can still add, there are still the last moments to sign up.",neutral,6,neutral,"You can still add , there are still the last moments to sign up ."
"And you can still train enough to ... Well, what day is the competition?",surprise,4,curiosity,"And you can still train enough to . . . Well , what day is the competition ?"
"The competition is on Saturday, we are starting with the competition office from nine o'clock here at the course of cyclical.",neutral,6,neutral,"The competition is on Saturday , we are starting with the competition office from nine o'clock here at the course of cyclical ."
Just here?,surprise,4,curiosity,Just here ?
"That's exactly how, here.",neutral,6,neutral,"That's exactly how , here ."
"From Thursday to Saturday will there be time to train? If someone did not start a long time ago, now let him check if the bike will check?",surprise,4,curiosity,"From Thursday to Saturday will there be time to train ? If someone did not start a long time ago , now let him check if the bike will check ?"
"The event is for professionals, but also for amateurs, so we also encourage amateurs to see, traveled this route, check what the route looks like and maybe they will encourage themselves to sign up for this competition.",happiness,0,optimism,"The event is for professionals , but also for amateurs , so we also encourage amateurs to see , traveled this route , check what the route looks like and maybe they will encourage themselves to sign up for this competition ."
Who appointed her?,surprise,4,curiosity,Who appointed her ?
"Well, of course our great employees of the Sports and Development Center.",happiness,0,pride,"Well , of course our great employees of the Sports and Development Center ."
"What problems, difficulties for cyclists, attractions will be waiting for them?",surprise,4,curiosity,"What problems , difficulties for cyclists , attractions will be waiting for them ?"
"Unique attractions. The route is extremely beautiful, but there will also be very difficult sections. These are cliffs, which this year, due to the fact that we had some storms, got up, so it will be extremely difficult, but very spectacular.",happiness,0,excitement,"Unique attractions . The route is extremely beautiful , but there will also be very difficult sections . These are cliffs , which this year , due to the fact that we had some storms , got up , so it will be extremely difficult , but very spectacular ."
"And you can also come not only to ride, but you can be here on solidarity to cheer cyclists at the beginning. And the finish?",happiness,0,excitement,"And you can also come not only to ride , but you can be here on solidarity to cheer cyclists at the beginning . And the finish ?"
"The finish line, of course, at the Sports and Development Center, at the Integration Square, there a whole bicycle town prepared by our employees and you can also encourage you to see there, meet the best players in the country.",happiness,0,excitement,"The finish line , of course , at the Sports and Development Center , at the Integration Square , there a whole bicycle town prepared by our employees and you can also encourage you to see there , meet the best players in the country ."
How much will it take to overcome such a route?,surprise,4,curiosity,How much will it take to overcome such a route ?
"We estimate such a route for about 45 to 55 minutes by professionals. Of course, amateurs will cover this route a little longer. We will play players every 30 seconds individually, so that there are no unnecessary injuries.",neutral,6,neutral,"We estimate such a route for about 45 to 55 minutes by professionals . Of course , amateurs will cover this route a little longer . We will play players every 30 seconds individually , so that there are no unnecessary injuries ."
This is my decision and the case has been settled. Thank you.,neutral,6,neutral,This is my decision and the case has been settled . Thank you .
"That man who started from, yes but what are you doing here? Who are you? You don't live here, so get up.",anger,2,annoyance,"That man who started from , yes but what are you doing here ? Who are you ? You do not live here , so get up ."
"If you really make me angry, I can go out very well.",anger,2,anger,"If you really make me angry , I can go out very well ."
"Yes, I am getting crazy.",anger,2,annoyance,"Yes , I am getting crazy ."
I am on my way to Hoogvliet in Rotterdam.,neutral,6,neutral,I am on my way to Hoogvliet in Rotterdam .
There the 40-year-old Essie lives with her daughter in a wonderful apartment ...,neutral,6,neutral,There the 40-year-old Essie lives with her daughter in a wonderful apartment . . .
"Nothing to complain, you would say.",neutral,6,neutral,"Nothing to complain , you would say ."
Except that Essie has recently become horny of the stamp of her upstairs neighbors.,anger,2,annoyance,Except that Essie has recently become horny of the stamp of her upstairs neighbors .
Very often I feel that it happens a kind of conscious.,neutral,6,realization,Very often I feel that it happens a kind of conscious .
"Well, we're just going to put on our slippers and we are just going to stamp.",happiness,0,amusement,"Well , we're just going to put on our slippers and we are just going to stamp ."
"The upstairs neighbors in question, Fred and Marjon, are not aware of any harm.",surprise,4,confusion,"The upstairs neighbors in question , Fred and Marjon , are not aware of any harm ."
